datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
40553.58333,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
40553.625,1,0,1,2,8.2,9.85,40,15.0013,2,43,45
40553.66667,1,0,1,1,8.2,10.605,40,8.9981,4,70,74
40553.70833,1,0,1,1,8.2,11.365,40,7.0015,4,174,178
40553.75,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
40553.79167,1,0,1,1,6.56,8.335,47,11.0014,3,92,95
40553.83333,1,0,1,1,6.56,8.335,50,11.0014,1,73,74
40553.875,1,0,1,1,5.74,6.82,59,12.998,1,37,38
40553.91667,1,0,1,1,5.74,7.575,59,11.0014,2,22,24
40553.95833,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
40554,1,0,1,1,5.74,8.335,59,7.0015,2,10,12
40554.04167,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
40554.08333,1,0,1,2,6.56,7.575,55,12.998,0,3,3
40554.20833,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
40554.25,1,0,1,2,6.56,9.09,55,8.9981,0,27,27
40554.29167,1,0,1,2,6.56,11.365,55,0,2,97,99
40554.33333,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
40554.375,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
40554.41667,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
40554.45833,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
40554.5,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
40554.54167,1,0,1,2,8.2,11.365,59,6.0032,6,46,52
40554.58333,1,0,1,2,8.2,11.365,59,6.0032,3,60,63
40554.625,1,0,1,2,6.56,9.85,80,6.0032,2,45,47
40554.66667,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
40554.70833,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
40554.75,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
40554.79167,1,0,1,3,6.56,11.365,93,0,0,51,51
40554.83333,1,0,1,3,6.56,7.575,93,12.998,0,32,32
40554.875,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
40554.91667,1,0,1,3,6.56,9.09,93,7.0015,1,28,29
40554.95833,1,0,1,3,6.56,9.85,93,6.0032,1,18,19
40555,1,0,1,2,6.56,9.85,86,6.0032,0,7,7
40555.04167,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
40555.08333,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
40555.20833,1,0,1,1,5.74,7.575,86,11.0014,0,5,5
40555.25,1,0,1,1,4.92,7.575,93,8.9981,0,16,16
40555.29167,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
40555.33333,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
40555.375,1,0,1,1,6.56,6.82,59,22.0028,3,78,81
40555.41667,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
40555.45833,1,0,1,1,8.2,9.09,51,26.0027,3,32,35
40555.5,1,0,1,1,8.2,7.575,47,39.0007,3,52,55
40555.54167,1,0,1,1,9.02,9.85,44,23.9994,0,49,49
40555.58333,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
40555.625,1,0,1,1,8.2,8.335,47,27.9993,1,48,49
40555.66667,1,0,1,1,9.02,9.85,44,22.0028,5,63,68
40555.70833,1,0,1,1,8.2,9.09,47,23.9994,0,139,139
40555.75,1,0,1,1,8.2,7.575,47,35.0008,2,135,137
40555.79167,1,0,1,1,7.38,7.575,47,27.9993,1,82,83
40555.83333,1,0,1,1,6.56,6.82,50,22.0028,2,54,56
40555.875,1,0,1,1,6.56,6.82,55,22.0028,0,57,57
40555.91667,1,0,1,1,6.56,6.06,55,30.0026,1,32,33
40555.95833,1,0,1,1,5.74,5.305,59,27.9993,1,19,20
40556,1,0,1,1,5.74,6.06,59,19.0012,1,6,7
40556.04167,1,0,1,1,5.74,6.06,50,19.0012,0,2,2
40556.08333,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
40556.125,1,0,1,1,5.74,6.06,50,22.0028,0,3,3
40556.16667,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
40556.20833,1,0,1,1,5.74,6.06,50,19.9995,0,3,3
40556.25,1,0,1,1,4.92,7.575,54,8.9981,0,28,28
40556.29167,1,0,1,1,4.92,7.575,54,8.9981,0,72,72
40556.33333,1,0,1,1,5.74,6.82,50,12.998,5,197,202
40556.375,1,0,1,1,5.74,6.06,50,22.0028,2,137,139
40556.41667,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
40556.45833,1,0,1,2,8.2,8.335,44,30.0026,4,33,37
40556.5,1,0,1,1,8.2,8.335,44,27.9993,3,49,52
40556.54167,1,0,1,1,9.02,9.85,41,30.0026,2,81,83
40556.58333,1,0,1,1,9.02,9.85,41,26.0027,3,39,42
40556.625,1,0,1,1,9.84,10.605,38,19.9995,5,55,60
40556.66667,1,0,1,1,9.84,10.605,38,23.9994,2,76,78
40556.70833,1,0,1,1,8.2,9.09,40,19.0012,4,158,162
40556.75,1,0,1,1,8.2,9.09,40,22.0028,3,141,144
40556.79167,1,0,1,1,6.56,7.575,47,16.9979,1,98,99
40556.83333,1,0,1,1,6.56,7.575,47,15.0013,0,64,64
40556.875,1,0,1,1,5.74,6.06,46,19.9995,0,40,40
40556.91667,1,0,1,1,5.74,6.06,46,22.0028,0,30,30
40556.95833,1,0,1,1,4.92,6.82,50,12.998,1,14,15
40557,1,0,1,1,4.92,6.82,50,12.998,0,14,14
40557.04167,1,0,1,1,4.1,6.06,54,11.0014,0,5,5
40557.08333,1,0,1,1,4.1,6.06,54,8.9981,0,1,1
40557.125,1,0,1,1,4.1,6.82,54,7.0015,0,1,1
40557.20833,1,0,1,1,4.1,6.82,54,6.0032,0,8,8
40557.25,1,0,1,1,4.1,9.09,54,0,0,17,17
40557.29167,1,0,1,1,4.1,6.06,74,11.0014,0,70,70
40557.33333,1,0,1,1,4.92,8.335,68,0,2,156,158
40557.375,1,0,1,1,5.74,7.575,69,8.9981,0,117,117
40557.41667,1,0,1,1,7.38,9.09,55,12.998,4,40,44
40557.45833,1,0,1,1,7.38,8.335,51,19.0012,6,47,53
40557.5,1,0,1,1,8.2,9.85,44,16.9979,2,59,61
40557.54167,1,0,1,1,9.02,9.85,37,26.0027,4,73,77
40557.58333,1,0,1,1,9.02,10.605,41,19.0012,5,59,64
40557.625,1,0,1,1,9.84,12.12,38,11.0014,9,59,68
40557.66667,1,0,1,1,9.02,12.12,41,7.0015,3,87,90
40557.70833,1,0,1,1,9.02,11.365,41,11.0014,4,155,159
40557.75,1,0,1,1,8.2,12.88,47,0,5,134,139
40557.79167,1,0,1,1,6.56,9.85,59,6.0032,3,89,92
40557.83333,1,0,1,1,7.38,12.12,59,0,0,68,68
40557.875,1,0,1,1,6.56,11.365,69,0,4,48,52
40557.91667,1,0,1,2,6.56,11.365,69,0,2,34,36
40557.95833,1,0,1,2,7.38,12.12,55,0,1,26,27
40558,1,0,0,1,7.38,12.12,55,0,3,25,28
40558.04167,1,0,0,2,6.56,9.85,59,6.0032,2,18,20
40558.08333,1,0,0,2,6.56,9.85,59,6.0032,0,12,12
40558.125,1,0,0,2,6.56,11.365,59,0,1,7,8
40558.16667,1,0,0,2,6.56,11.365,59,0,0,5,5
40558.20833,1,0,0,1,6.56,11.365,59,0,0,1,1
40558.25,1,0,0,1,5.74,8.335,63,7.0015,1,2,3
40558.29167,1,0,0,1,5.74,10.605,63,0,1,9,10
40558.33333,1,0,0,1,5.74,7.575,63,8.9981,1,22,23
40558.375,1,0,0,1,6.56,9.09,64,8.9981,2,31,33
40558.41667,1,0,0,1,7.38,9.85,59,11.0014,2,57,59
40558.45833,1,0,0,1,8.2,9.85,55,15.0013,18,54,72
40558.5,1,0,0,1,9.84,11.365,48,15.0013,15,74,89
40558.54167,1,0,0,1,11.48,12.88,38,19.9995,21,80,101
40558.58333,1,0,0,1,12.3,14.395,39,19.0012,26,92,118
40558.625,1,0,0,2,13.12,15.91,36,12.998,21,108,129
40558.66667,1,0,0,2,13.94,16.665,34,12.998,33,95,128
40558.70833,1,0,0,2,13.12,15.15,36,19.0012,29,54,83
40558.75,1,0,0,2,12.3,14.395,45,16.9979,15,69,84
40558.79167,1,0,0,2,13.12,15.15,39,16.9979,14,60,74
40558.83333,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
40558.875,1,0,0,2,13.12,15.15,39,15.0013,6,51,57
40558.91667,1,0,0,2,12.3,15.91,42,7.0015,0,26,26
40558.95833,1,0,0,1,12.3,14.395,45,19.0012,5,39,44
40559,1,0,0,1,10.66,15.15,56,0,6,33,39
40559.04167,1,0,0,1,10.66,13.635,56,8.9981,4,19,23
40559.08333,1,0,0,1,10.66,14.395,56,6.0032,3,13,16
40559.125,1,0,0,1,9.02,13.635,69,0,9,6,15
40559.16667,1,0,0,1,10.66,12.88,56,11.0014,0,1,1
40559.20833,1,0,0,2,10.66,12.88,56,11.0014,1,1,2
40559.25,1,0,0,2,10.66,12.88,56,11.0014,0,1,1
40559.29167,1,0,0,2,9.84,10.605,56,19.9995,0,3,3
40559.33333,1,0,0,1,9.02,10.605,55,19.0012,0,18,18
40559.375,1,0,0,1,9.02,10.605,51,16.9979,3,29,32
40559.41667,1,0,0,1,9.02,10.605,51,19.0012,8,71,79
40559.45833,1,0,0,1,9.84,11.365,44,16.9979,23,70,93
40559.5,1,0,0,1,9.84,10.605,41,19.0012,29,75,104
40559.54167,1,0,0,1,10.66,11.365,35,19.9995,23,95,118
40559.58333,1,0,0,1,11.48,13.635,36,16.9979,22,69,91
40559.625,1,0,0,1,10.66,12.12,38,16.9979,35,78,113
40559.66667,1,0,0,1,9.84,11.365,38,15.0013,22,77,99
40559.70833,1,0,0,1,9.02,10.605,37,16.9979,23,82,105
40559.75,1,0,0,1,8.2,10.605,40,11.0014,11,56,67
40559.79167,1,0,0,1,7.38,9.85,47,8.9981,14,47,61
40559.83333,1,0,0,1,7.38,9.85,47,11.0014,7,50,57
40559.875,1,0,0,1,7.38,9.85,51,11.0014,6,22,28
40559.91667,1,0,0,2,8.2,10.605,49,8.9981,2,19,21
40559.95833,1,0,0,2,8.2,11.365,40,7.0015,0,18,18
40560,1,1,0,2,8.2,9.85,47,15.0013,1,16,17
40560.04167,1,1,0,2,8.2,9.85,44,12.998,1,15,16
40560.08333,1,1,0,2,7.38,8.335,43,16.9979,0,8,8
40560.125,1,1,0,2,7.38,9.09,43,12.998,0,2,2
40560.16667,1,1,0,2,7.38,9.85,43,8.9981,1,2,3
40560.20833,1,1,0,2,7.38,9.85,43,11.0014,0,1,1
40560.25,1,1,0,2,7.38,9.09,43,12.998,0,5,5
40560.29167,1,1,0,2,6.56,9.09,50,8.9981,4,9,13
40560.33333,1,1,0,2,6.56,7.575,47,15.0013,3,30,33
40560.375,1,1,0,2,6.56,7.575,47,15.0013,8,39,47
40560.41667,1,1,0,2,6.56,7.575,50,16.9979,7,50,57
40560.45833,1,1,0,2,6.56,7.575,55,12.998,9,55,64
40560.5,1,1,0,2,7.38,9.85,47,8.9981,10,70,80
40560.54167,1,1,0,2,7.38,9.85,47,8.9981,13,80,93
40560.58333,1,1,0,2,7.38,10.605,43,7.0015,12,74,86
40560.625,1,1,0,2,8.2,10.605,47,11.0014,21,72,93
40560.66667,1,1,0,2,8.2,10.605,47,11.0014,6,76,82
40560.70833,1,1,0,1,8.2,9.85,51,12.998,4,67,71
40560.75,1,1,0,2,7.38,8.335,55,16.9979,7,85,92
40560.79167,1,1,0,3,7.38,9.09,59,12.998,2,58,60
40560.83333,1,1,0,3,6.56,7.575,80,12.998,4,29,33
40560.875,1,1,0,3,6.56,7.575,80,12.998,3,24,27
40560.91667,1,1,0,3,5.74,6.06,93,16.9979,0,13,13
40560.95833,1,1,0,3,6.56,6.82,86,19.0012,1,3,4
40561.5,1,0,1,2,8.2,9.09,86,22.0028,0,3,3
40561.54167,1,0,1,2,8.2,9.85,86,15.0013,0,22,22
40561.58333,1,0,1,2,9.02,11.365,80,11.0014,2,26,28
40561.625,1,0,1,2,9.02,11.365,87,11.0014,3,32,35
40561.66667,1,0,1,2,9.02,11.365,87,12.998,0,61,61
40561.70833,1,0,1,2,9.02,11.365,82,12.998,1,124,125
40561.75,1,0,1,2,9.02,11.365,80,11.0014,1,132,133
40561.79167,1,0,1,2,9.02,11.365,80,8.9981,1,98,99
40561.83333,1,0,1,2,9.02,13.635,87,0,0,83,83
40561.875,1,0,1,2,9.02,12.12,93,7.0015,0,41,41
40561.91667,1,0,1,2,9.02,12.88,93,6.0032,0,33,33
